,R,Z,n_n_slow,n_n_thermal,n_n_total,izn_rate_slow,izn_rate_thermal,izn_rate_total
168,1.43866770284,-1.25984308823,1.57401005698e+13,3.41147918534e+18,3.41149492544e+18,7.35161949004e+15,1.59337589728e+21,1.59337589728e+21
169,1.40350763492,-1.24340861645,1.98214513456e+13,1.52813580599e+19,1.52813778814e+19,9.54287148478e+16,7.35708165543e+22,7.35708165543e+22
170,1.47782158879,-1.2425123403,5.00248740682e+15,7.58624056394e+18,7.59124305135e+18,2.63610960042e+17,3.99764356316e+20,3.99764356316e+20
171,1.35226433333,-0.782811166667,31021537.0468,1.14709394997e+18,1.14709395e+18,2.29930716464e+11,8.50222648124e+21,8.50222648124e+21
172,1.50428729503,-1.30096129698,1.76004167405e+19,2.82265232686e+19,4.58269400091e+19,4.92008435291e+21,7.89054472511e+21,7.89054472511e+21
173,1.32995033333,-1.043033,3845914351.59,2.23894815928e+20,2.23894815932e+20,1.34524624071e+11,7.83152280334e+21,7.83152280334e+21
174,1.61493351485,-1.20950099408,3.87833167706e+13,3.79489050012e+20,3.79489088795e+20,1.48726047599e+15,1.45526249984e+22,1.45526249984e+22
175,1.49395176332,-1.24516706069,1.00418710136e+16,1.17299011174e+19,1.17399429884e+19,6.16476796476e+17,7.20106029449e+20,7.20106029449e+20
176,1.40739223412,-1.20299402592,1.51652176909e+11,6.18982579267e+18,6.18982594432e+18,1.71195995393e+15,6.98752506878e+22,6.98752506878e+22
177,1.51005409666,-1.24055022735,9.13837469551e+15,1.40786396385e+19,1.40877780132e+19,1.16975636357e+18,1.80213428058e+21,1.80213428058e+21
178,1.60309884818,-1.24633432741,1.56713381596e+15,2.17710350618e+20,2.17711917752e+20,6.98912417058e+16,9.70947508243e+21,9.70947508243e+21
